,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
986,中国有色金属,08306,HK,0.20,-,-,-,"    中国有色金属有限公司 (「中国有色金属」或「本集团」) 前公司名称为绿阳国际控股有限公司。本集团於2004年成立,自2005年於香港联合交易所上市(创业板股票编号: 8306) 。
    本集团主要於中国从事开采、提炼及买卖铅、锌与其他矿物及贵金属资源之业务。现时,集团於中国内蒙古自治区乌拉特中旗经营新甲胜盘矿业。根据澳洲著名的SRK估值报告显示,矿场的总储存量爲一百三十六万吨,其中一百二十万吨爲锌及十六万吨爲铅。",-,17.51亿,HK,3.52亿,-,0.99,17.51亿,1.94,-,-,-,-
987,均安控股,08305,HK,0.10,-,-,-,"    本集团成员公司均安为竞投水务工程服务的丙组承建商(经确认者)之一及竞投道路工程及渠务服务的丙组承建商(经确认者)之一。就招标限额而言,丙组承建商为排名最高的承建商,可竞投任何价值超过1.85亿港元的公共工程合约。均安亦为建筑工程甲组承建商(试用期)及地盘平整工程乙组承建商(经确认者)之一。此外,均安为专门承造商名册的「斜坡╱挡土墙的防止山泥倾泻╱修补工程」类别的承建商之一。",-,9.60亿,HK,16.90亿,62.5708,17.12,9.60亿,2.11,-,-,-,-
988,08304,08304,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
989,08303,08303,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
990,08302,08302,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
991,大唐潼金,08299,HK,0.01,-,-,-,"    大唐潼金是一家香港上市的黄金生産商,在中国的主要成矿带内设立战略立足点。
    2008年5月, 大唐潼金成功地将公司业务及投资扩展至中国境内金矿的开采这一新领域。 大唐潼金持有潼关太洲矿业有限公司(以下简称”太洲矿业“)72%的股权,而大唐潼金的策略性股东及主要合作夥伴之一-中国黄金协会 (“CGA”),则持有太洲矿业8%的股权。CGA 的前身是中国国家黄金局。CGA目前是中国政府设立的唯一全国性黄金行业协会机构。",-,201.73亿,HK,5.04亿,45.3768,2.16,201.73亿,1.45,金属采矿及相关贸易,0.28%,-,-
992,安捷利实业,08298,HK,0.51,-,-,-,-,-,9.73亿,HK,12.45亿,22.8571,2.52,9.73亿,1.88,电器部件及设备,-,-,-
993,芭迪贝伊,08297,HK,0.04,-,-,-,"    本公司於二零零三年成立,为香港的顶尖塑型功能内衣零售商,於中国及香港均设有生产设施。我们主要设计、开发、生产及销售我们的自有品牌女性内衣,锁定15岁至65岁的女性客户。我们主要提供塑型功能设计的女性内衣,旨在获得更美外形,包括胸围、塑型内衣及托胸背心。我们亦出售其他辅助及配套产品,主要包括美胸乳霜、内裤、隐形胸围、泳衣、胸围肩带及胸垫及束腰带。",-,4.80亿,HK,-,-,-,4.80亿,-,-,-,-,-
994,中植资本国际,08295,HK,0.29,-,-,-,"    卓亚是一企业顾问集团,总部设于香港,于上海设有办事处。自一九九八年创立以来,卓亚专门为机构企业(主要为香港上市公司)提供全方位的企业顾问服务。 卓亚活跃于为企业提供多元化的企业顾问服务,专长合并收购、债务重组、公司重组、集资、证券配售及包销、回收资产方面的服务。卓亚的主要子公司卓亚(企业融资)有限公司于香港证券及期货事务监察委员会注册的企业融资公司,以进行证券交易,并就证券、机构融资及资产管理提供意见。",-,35.50亿,HK,15.98亿,17.9222,1.57,35.50亿,37.60,其他金融服务,-,-,-
995,西南环保,08291,HK,2.27,-,-,-,-,-,3.00亿,HK,2.91亿,-,0.43,3.00亿,-,-,-,-,-
996,智傲控股,08282,HK,0.56,-,-,-,"    智傲控股有限公司是知名的综合游戏开发商、运营商及发行商,专注於香港及台湾市场,自於1999年成立集团前身起已参与香港游戏行业逾10年。我们的游戏组合包括手机游戏、网上电脑游戏及网页游戏,其中,我们策略性地专注於手机游戏。於业绩期间,我们提供18款手机游戏、36款网上电脑游戏及9款网页游戏。集团在开发及经营多平台上的游戏方面拥有逾10年经验,成绩骄人,并与知名游戏开发商/运营商建立良好的关系,",-,1.60亿,HK,1.62亿,-,1.79,1.60亿,2.40,-,0.01%,-,-
997,中国金典集团,08281,HK,0.23,-,-,-,"    本集团为一家中国日用品生产商,策略性业务集中于生产及销售功效型牙膏。在2015年,本集团在中国功效型牙膏市场排名第八,在中国皮革护理产品市场排名第三。我们的生产基地座落于江苏省江阴市,我们具有强大的研发能力。口腔护理产品分部主要包括功效型牙膏,于往绩记录期间迅速增长,并成为本集团的核心业务分部。根据行业报告,中国消费者日益关注口腔健康,这是导致功效型牙膏的需求增长原因之一。",-,10.00亿,HK,3.70亿,31.2548,1.61,10.00亿,1.62,-,0.01%,-,-
998,中国数字视频,08280,HK,1.44,-,-,-,"    新奥特(北京)视频技术有限公司(China Digital Video (Beijing) Limited)成立于1990年,一直致力于在数字媒体领域提供领先的内容生产及运营的技术与服务。经过二十多年的发展,新奥特已经成为中国数字媒体技术发展潮流的“领航者”,其自主创新的各类产品及解决方案在各领域中都有广泛的应用。",-,6.20亿,HK,8.49亿,2.1643,0.95,6.20亿,1.59,-,0.16%,-,-
999,CMON,08278,HK,0.07,-,-,-,"    CMON Limited是一家快速发展的休闲游戏发行商。CMON的发展可追溯至2001年,当时仅爲一个网上社区www.coolminiornot.com,如今CMON已发行多款流行桌游,例如《Zombicide》系列,以及《Blood Rage》、《Arcadia Quest》等深受衆多玩家追捧的热门游戏!",-,18.06亿,HK,3.86亿,49.8706,2.99,18.06亿,8.25,-,0.01%,-,-
1000,华章科技,08276,HK,0.72,-,-,-,"    我们主要从事中国造纸业及冶金和电力等其他行业的工业自动化系统和污泥处理产品的研发、制造及销售。我们的工业自动化系统和污泥处理产品乃根据客户提供的规格及要求定制,且主要向中国造纸业客户出售。根据Euromonitor的资料,於2011年,本集团占有中国造纸业工业自动化系统市场份额的约5.7%,且同年占有中国整个工业自动化系统市场份额的约0.1%。此外,我们从事向现有客户提供售後服务。",-,2.72亿,HK,12.21亿,172.6923,6.21,2.72亿,13.54,-,-,-,-
1001,浙江展望,08273,HK,1.42,-,-,-,"    浙江展望股分有限公司是一家专业生产汽车十字轴万向节、工程机械万向节、等速器十字轴等零部件的大型企业。公司自1995年创办以来,坚持“诚信、创新、务实、高效”的发展理念,以市场为中心,以科技为依托,积极贯彻实施TS16949质量体系认证,经过10多年的艰苦发展,公司培育的“展望(ZW)”品牌万向节已在国内同行业中确立了名牌地位,是国内主机配套市场的重要供应品牌。",-,2300.00万,HK,1.46亿,-,1.34,7660.00万,2.24,汽车,-,-,-
1002,环球数码创意,08271,HK,0.54,-,-,-,"    总部设在香港的环球数码创意控股有限公司(“环球数码”),致力於在全球发展以数码内容为主的业务,包括三维动画创作及制作、数字影院解决方案提供及动漫人才培训等。经过多年的努力,集团已建立了一条可与欧美同业相媲美的CG生产线,成为亚洲从事内容创意、设计和制作的领导者,同时也获得好莱坞及欧洲制片商、发行商的认可。环球数码是目前亚洲地区最大的数字影院伺服器供应商和全球范围内第二大数字影院伺服器提供商。",-,15.18亿,HK,5.16亿,-,0.62,15.18亿,4.43,-,-,-,-
1003,中国煤层气,08270,HK,0.37,-,-,-,"    本集团主要从事针对中国金融及证券行业的软件解决方案研发业务。本集团之总部设於福建,而其开发及服务网络则设於云集国内证券交易所及大部分金融机构总部的城市,包括北京、上海、深圳以至福州等地。本集团一系列的软件解决方案由其设於福州及上海的软件开发中心统一开发,并由分散於各地之服务队伍按客户需求实施并提供相关支援服务。",-,13.19亿,HK,2.01亿,-,0.41,13.19亿,1.36,综合石油与燃气,-,-,-
1004,金达集团国际,08266,HK,0.05,-,-,-,"    金达集团国际有限公司(「公司」)及其附属公司(「集团」)主要在香港及其他亚太区国家从事开发、提供及销售流动互联网通讯及相关服务.根据为筹备公司股份在香港联合交易所有限公司(「联交所」)创业板(「创业板」)上市而进行之集团重组(「重组」),公司透过股份调换收购Mobile Telecom (BVI) Limited全部已发行股本,并成为Mobile Telecom (BVI) Limited及其附属公司之控股公司.公司股份于二零零三年五月九日在联交所创业板上市.",-,41.21亿,HK,2.43亿,-,1.27,41.21亿,0.45,综合科技,0.13%,-,-
1005,西北实业,08258,HK,0.12,-,-,-,    陕西西北新技术实业股份有限公司是从事环保、能源及新材料、化工、生物等产品的研发、开发、生产和销售的高新技术企业。奉行“献身环保、造福人类”的企业理念。自成立以来使自己始终致力于发展我国环保及能源高新技术产业化项目。公司先后获得陕西省环保产业认证和陕西省科委高新技术企业认证。2000年被陕西人民政府列为陕西省二十家重点高新技术企业和高新技术产业开发区百强企业、明星企业及技术创新优秀企业。,-,3.31亿,HK,3.18亿,171.40,2.54,10.11亿,11.74,综合化工产品,0.36%,-,-
1006,优越集团控股,08251,HK,0.22,-,-,-,"    本集团为一间香港财经印刷服务供应商,主要提供有关财务报告、公布、股东通函、发债通函、首次公开发售招股章程及其他文件之排版、设计、翻译、印刷及付运服务。我们大部份客户均为於香港联合交易所有限公司上市之公司。
    本集团透过其全资附属公司A.Plus Financial Press Limited及优越国际财经印刷有限公司向客户提供一系列综合服务。",-,4.00亿,HK,2.96亿,23.0091,3.41,4.00亿,2.44,--,0.04%,-,-
1007,中生北控生物科技,08247,HK,2.42,-,-,-,"    中生北控生物科技股份有限公司是中国科学院的国有资产控股的高新技术企业,以蛋白质产业为主业,包括体外诊断(IVD)产品和蛋白质药物的研发、生产、销售及其售后服务。中生北控生物科技股份有限公司的前身是北京中生生物工程高技术公司,成立于1988年,是中国科学院生物物理研究所的所办企业。2009年7月,公司被认定为北京市企业技术中心,2009年12月被正式命名为中关村国家自主创新示范区百家创新型企业。",-,6428.61万,HK,4.11亿,23.0321,1.17,1.45亿,1.47,-,-,-,-
1008,北方新能源,08246,HK,0.07,-,-,-,"    本集团目前在中国不同地区拥有及经营七间餐厅,分布於上海、北京、青岛及成都。
    此外,本集团还在大连管理及经营一间餐厅,及在南通为一间餐厅提供餐厅管理顾问服务。
    本集团的部分餐厅座落於历史地点,设於具有上海外滩风格的老洋房别墅内,并提供高贵幽雅及结合传统文化与现代风格的环境。另外,本集团部分其他餐厅亦设於豪华的五星级酒店之内。",-,34.36亿,HK,10.13亿,9.5492,4.31,34.36亿,10.18,食肆,-,-,-
1009,首都金融控股,08239,HK,-0.03,-,-,-,-,-,13.01亿,HK,2.33亿,-,0.96,13.01亿,3.02,煤炭开采及相关贸易,0.02%,-,-
1010,惠陶集团,08238,HK,0.01,-,-,-,"    海洋杂志致力推广多元化杂志,旗下杂志包括《Motoz Trader名车站》、《Motoz Xpress搵车快报》、《购物王Shopping Monthly》、《Pets Buyer宠物买家》及《Bplus流行季节》。向读者提供新车、二手车、房地产、饮食、美容、宠物用品、电子商品、时装及钟表珠宝等资讯,是适合男女读者的休闲专业消费阅物。本公司拥有多元化的广告客户,行业广及汽车销售代理、汽车美容、宠物店、珠宝、钟表、地产代理、美容、教育等等。",-,86.40亿,HK,4.75亿,-,6.25,86.40亿,2.10,-,0.91%,-,-
1011,宝德科技集团,08236,HK,3.98,-,-,-,"    深圳宝德科技集团股份有限公司,中国最有影响力,最具创新精神的高科技产业集团之一。总部在深圳,在全国有28个分支机构,1200多名员工,其中95%以上具有大专以上学历。主要业务:服务器,解决方案,增值分销,IDC,CDN,软件开发。面积35000平方米的宝德工业园,已投入使用,成为亚洲最大的服务器生产基地。
    公司于2001年认证为“高新技术企业”,历年多次荣获各种荣誉称号。2002年12月在香港联交所成功上市。",-,6075.00万,HK,7.53亿,20.5516,0.78,2.43亿,0.23,电脑及周边产品,-,-,-
1012,赛迪顾问,08235,HK,0.23,-,-,-,"    赛迪顾问股份有限公司(简称赛迪顾问)是中国首家在香港创业板上市,并在业内率先通过国际、国家质量管理与体系(ISO9001)标准认证的现代咨询企业(股票代码:HK08235),直属于中华人民共和国工业和信息化部中国电子信息产业发展研究院(赛迪集团,CCID)。经过多年的发展,目前公司总部设在北京,并在上海、广州、深圳、南京、武汉、成都等地设有分支机构,拥有300余名专业咨询人员,业务网络覆盖全国200多个大中型城市。",-,2.09亿,HK,2.56亿,18.8935,1.62,7.00亿,2.08,综合支援服务,-,-,-
1013,中国基建港口,08233,HK,0.28,-,-,-,"    中国基建集团於1996年由创办人及主席周光晖先生在香港创办。本集团之主要业务为透过武汉阳逻港(由本集团拥 有85%权益)进行投资、发展、营运及管理集装箱码头。武汉阳逻港乃位於长江中游之深水地区性集装箱枢纽港及往上海港口之支线船舶码头,在往返武汉及沿长江流域周边地区之集装箱货物运输方面起著重要之作用,并於中部崛起实现高经济增长之作用显得尤其重要。",-,17.25亿,HK,15.70亿,22.5293,3.23,17.25亿,6.58,海港与服务,-,-,-
1014,Classified餐饮,08232,HK,0.18,-,-,-,"    我们是一间香港餐饮集团,主要在休闲餐饮及全方位服务环境中提供西餐。除在印度尼西亚经营的一间特许经营「Classified」品牌餐厅外,我们所有餐厅均位於香港。我们於二零零六年开设首间Classified餐厅,直至最後实际可行日期,我们的「Classified」品牌餐厅在全香港共扩张至10个地区。除Classified品牌的连锁休闲西餐厅外,我们亦经营两间全方位服务餐厅,即The Pawn及The Fat Pig。",-,4.00亿,HK,14.80亿,-,21.03,4.00亿,11.12,-,-,-,-
1015,中国医疗集团,08225,HK,-0.03,-,-,-,"    万全科技药业有限公司是万全控股集团下在香港上市的国际医药集团企业,是中国科技型制药企业的先锋者,也是中国新药技术产品及销售市场服务的领先提供商。由海外万全药业控股,约肯生命以及上海联创管理的由新加坡政府直接投资公司(GIC)、Jafco、嘉里(Kerry)、嘉华(K.WAH)组成的C-Tech基金及公众股东共同投资组成。集团被国际最权威商务杂志美国<财富>中文版评价为中国五个极具发展潜力公司之一。",-,9.93亿,HK,1.34亿,58.9391,3.29,9.93亿,3.74,制药,0.03%,-,-
1016,品牌中国,08219,HK,2.10,-,-,-,"    我们是一家以中国高端、知名品牌为服务对象的整合营销传播服务商,为客户提供包括广告、公关及活动营销在内的一站式服务。我们的服务以客户为中心并以多元化资源与渠道为支撑,其中包括传统媒体、数字媒体及活动场地等。我们尤其注重将数字媒体与我们的广告、公关及活动营销业务相结合,力求成为数字营销的业界翘楚。我们致力成为中国一流的整合营销传播服务机构。",-,2.47亿,HK,7.65亿,14.9159,1.47,2.47亿,2.04,-,-,-,-
1017,联旺集团,08217,HK,0.07,-,-,-,-,-,12.48亿,HK,218.40亿,2614.6872,261.19,12.48亿,25.09,航空货运与物流,-,-,-
1018,百本医护,08216,HK,0.24,-,-,-,"    百本紮根於香港,提供全面的医疗及护理人手方案。百本透过旗下登记的13,000多名合资格专业医护人员,为医院、诊所、院舍、医疗机构、公司及个人提供多元化的医疗护理服务,包括病房及院舍轮替、上门护理服务、辅助医疗服务等。
    一直以来,百本透过以成效为本的合作形式及策略性管理,致力为客人提供全面及优质的私家看护服务以及最具效益的医疗机构人手解决方案,以满足社会大众对高质素医护服务的需求。",-,4.00亿,HK,7.56亿,28.1648,7.86,4.00亿,11.87,-,-,-,-
1019,龙杰智能卡,08210,HK,0.42,-,-,-,"    龙杰智能卡有限公司(ACS,龙杰智能卡控股有限公司之全资附属公司)创立于1995年,是亚太地区第一大的连机智能卡读写器供应商,是智能卡革命最前线的国际企业精英之一。ACS致力于开发、制造及销售一系列优质的智能卡读写器、智能卡及其相关产品,产品远销至全球一百多个国家。
    ACS作为智能卡行业的领导者,凭借先进的技术、专业的知识以及遍布全球的网络,使得智能卡更加容易地应用于不同行业之中。",-,2.84亿,HK,3.10亿,13.051,2.57,2.84亿,1.32,-,-,-,-
