,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
4703,旋翼物业,GYRO,US,34.54,-,-,-/72.74,"Gyrodyne Company of America Inc. owns, leases and manages diverse commercial properties. The firm is committed to environmentally sensitive “green” development and is distinguished by its service-oriented philosophy toward property ownership and management. Gyrodyne remains in an active acquisition mode, having grown from a largely Long Island player during the past year into a significant East Coast presence with an emphasis on medical office product.",9.53,-,-,NASDAQ,-,3047.06万,148.30万,物业管理,-,3.15%,0.60
4704,Gartman日元黄金ETF-AdvisorShares,GYEN,US,-,-,0.17%,-/-,-,-,-,-,NYSE,-,1546.88万,137.50万,-,0.11%,-,-
4705,"CABCO Series 2004-101 Trust Goldman Sachs Capital I, Floating Rate Callable Certificates",GYB,US,-,-,0.36%,-/-,-,-,-,-,NYSE,-,1.37亿,600.00万,-,0.34%,-,-
4706,CABCO SER 2004-1 TR GOLDMAN,GYA.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,6350.00万,-,-,-,-,-
4707,GXP-EL,GXP-EL,US,-,-,-,-/-,-,-,-,-,NYSE,-,-,-,-,-,-,-
4708,GXP-DL,GXP-DL,US,-,-,0.04%,-/-,-,-,-,-,NYSE,-,-,-,-,-,-,-
4709,北欧ETF-Global X FTSE,GXF,US,-,-,0.63%,-/-,"GXF,Global X旗下的北欧ETF，该ETF正向追踪FTSE Nordic 30 指数，其标的成分来自4个北欧国家（瑞典，丹麦，挪威，芬兰），投资主要集中在工业、金融和医疗保健类公司。更多资料可查询：https://www.etf.com/GXF",-,-,-,NYSE,-,3489.72万,156.00万,-,1.81%,-,-
4710,中国ETF-SPDR S&P,GXC,US,-,-,0.59%,-/-,"GXC,State Street Global Advisors旗下的中国股票ETF,该ETF正向追踪S&P China BMI指数，投资标的主要为在中国大陆A股上市的大型企业，倾向于科技、金融和消费品类公司。更多资料可查询：https://www.etf.com/GXC",-,-,-,NYSE,-,8.76亿,1000.00万,-,0.36%,-,-
4711,国际小盘股ETF-SPDR S&P,GWX,US,-,-,0.43%,-/-,-,-,-,-,NYSE,-,8.19亿,2490.00万,-,0.47%,-,-
4712,SPDR S&P World ex-US ETF,GWL,US,-,-,0.34%,-/-,-,-,-,-,NYSE,-,9.32亿,3180.00万,-,0.45%,-,-
4713,GWG HLDGS INC,GWGH,US,-2.93,-,-,-/-,-,1.92,-,-,NASDAQ,-,5808.64万,578.00万,-,-,1.00%,-3.43
4714,WELLS FARGO CAP VIII,GWF.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,2.00亿,-,-,-,-,-
4715,GOLDFIELD CORP,GV,US,2.00,-,5.43%,-/10.22,-,0.73,-,-,AMEX,-,1.17亿,2545.10万,-,0.91%,6.52%,2.30
4716,GABELLI UTILITY TR PFD CUM SER C USD25,GUT-C,US,-,-,1.44%,-/-,-,-,-,-,NYSE,-,5154.00万,200.00万,-,0.52%,-,-
4717,国际股神ETF-Global X,GURI,US,-,-,-,-/-,-,-,-,-,NYSE,-,149.31万,10.00万,-,-,-,-
4718,"GTY Technology Holdings, Inc. Warrants",GTYHW,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4719,GEORGETOWN BANCORP INC MD,GTWND,US,-,-,-,-/18.06,-,-,-,-,OTCMKT,-,-,-,-,-,-,-
4720,Georgetown Bancorp,GTWN,US,18.65,-,-,-/123.81,-,0.13,-,-,NASDAQ,-,4774.25万,183.60万,-,0.04%,-,1.39
4721,格林电视,GTN.A,US,7.01,-,1.41%,-/28.03,-,1.00,-,-,NYSE,-,6821.18万,640.50万,电视,0.02%,6.51%,1.58
4722,格林电视,GTN,US,7.01,-,3.17%,11.87/21.72,"Gray Television, Inc. is a television broadcast company headquartered in Atlanta, Georgia, whose primary mission is to provide quality news and entertainment services to the local markets in which the Company operates.",2.39,-,-,NYSE,-,8.35亿,6628.40万,电视,0.93%,80.96%,1.78
4723,恋上餐厅,GTIM,US,2.86,-,3.03%,-/-,"Good Times Restaurants Inc. opened its first restaurant in 1987 in Boulder, Colorado. The Company owns and operates, and franchises, restaurants in Colorado, Wyoming, North Dakota and Idaho.",4.37,-,-,NASDAQ,-,4058.19万,1229.80万,饭店,0.11%,16.47%,1.15
4724,GTCBD,GTCBD,US,-,-,-,-/1.00,-,-,-,-,PINK,-,1.00,-,-,-,-,-
4725,摩根凯瑞全球战术ETF-AdvisorShares,GTAA,US,-,-,-,-/-,-,-,-,-,NYSE,-,607.75万,25.00万,-,-,-,-
4726,GASTAR EXPL LTD,GST,US,-0.25,-,5.79%,13.05/-,-,2.92,-,-,AMEX,-,2.56亿,2.12亿,-,0.87%,32.63%,-4.84
4727,iPath S&P GSCI Total Return ETN,GSP,US,-,-,0.36%,-/-,-,-,-,-,NYSE,-,2373.86万,172.10万,-,0.20%,-,-
4728,GSL.UN,GSL.UN,US,-,-,-,-/-,-,-,-,-,NYSE,-,9809.80万,-,-,-,-,-
4729,GSJ.L,GSJ.L,US,-,-,-,-/-,-,-,-,-,NYSE,-,-,-,-,-,-,-
4730,通用钢铁,GSI,US,-,-,5.60%,162.95/-,"通用钢铁控股有限公司总部位于北京；目前在中国控股四家钢铁公司和一家铁矿石贸易公司：陕西龙门钢铁有限责任公司、通用钢铁(中国)有限公司、茂名恒大钢铁有限公司、包钢通用钢铁特种钢管有限责任公司及天物通用（天津）钢铁炉料有限公司。主要产品包括螺纹钢、高速线材等。

通用钢铁2004年开始在美国上市。",-,-,-,NYSE,-,2008.60万,1660.00万,中国金属与采矿,0.24%,1.00%,-0.02
4731,"Gores Holdings II, Inc Warrants",GSHTW,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4732,"Gores Holdings II, Inc. Units",GSHTU,US,-,-,0.14%,-/-,-,-,-,-,NASDAQ,-,3.90亿,3750.00万,-,-,-,-
4733,"Gores Holdings II, Inc Class A",GSHT,US,0.10,-,0.40%,-/-,-,-,-,-,NASDAQ,-,4.02亿,4000.00万,-,0.01%,-,100.40
4734,广深铁路,GSH,US,29.10,-,0.45%,22.84/1326.15,-,2.30,-,-,NYSE,-,37.95亿,1.42亿,-,0.01%,0.84%,0.91
4735,Goldman Sachs ETF Trust,GSEU,US,-,-,0.49%,-/-,-,-,-,-,NYSE,-,3940.30万,130.00万,-,0.31%,-,-
4736,WisdomTree Global SmallCap Dividend Fund,GSD,US,-,-,0.26%,-/-,-,-,-,-,AMEX,-,2745.28万,-,-,-,-,-
4737,Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index,GSC,US,-,-,-,-/-,-,-,-,-,NYSE,-,1.16亿,520.70万,-,-,-,-
4738,高盛-优先股K,GS-K,US,-,-,0.59%,-/-,-,-,-,-,NYSE,-,8.11亿,2800.00万,-,0.14%,-,-
4739,The Gabelli Healthcare & Wellness Trust,GRX-B,US,-,-,-,-/-,-,-,-,-,NYSE,-,3985.08万,148.10万,-,0.21%,-,-
4740,GABELLI HLTHCARE & WELLNESS,GRX-A,US,-,-,-,-/-,-,-,-,-,NYSE,-,3107.52万,120.00万,-,-,368.00%,-
4741,iPath Pure Beta Softs ETN,GRWN,US,-,-,-,-/-,-,-,-,-,NYSE,-,67.40万,2.70万,-,-,-,-
4742,ELEMENTS MLCX Grains TR ETN,GRU,US,-,-,-,-/-,-,-,-,-,NYSE,-,513.92万,135.60万,-,0.17%,-,-
4743,"Gores Holdings, Inc",GRSHW,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4744,"Gores Holdings, Inc",GRSH,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,4.28亿,3750.00万,-,-,-,26.70
4745,安本亚洲小虎基金,GRR,US,-,-,0.83%,-/2.10,-,-,-,-,NYSE,-,4230.98万,349.40万,封闭式基金/外国,0.15%,15.24%,-
4746,GRANITE REAL ESTATE INVT TR,GRP.UN,US,-,-,1.51%,-/13.19,-,-,-,-,NYSE,-,18.09亿,4714.40万,-,0.02%,54.17%,-
4747,美国全球投资者,GROW,US,1.61,-,2.11%,-/-,"U.S. Global Investors, Inc. is an investment management firm specializing in gold, natural resources, emerging markets and global infrastructure opportunities around the world.

The company, headquartered in San Antonio, Texas, manages a  family of no-load mutual funds across a range of asset classes. In addition, the company manages funds for international clients.",0.63,-,-,NASDAQ,-,1863.08万,1312.00万,资产管理,0.17%,42.01%,0.88
4748,格林银行股份,GRNB,US,-,-,0.65%,-/-,"GreenBank™ was first founded under the name Greene County Bank in 1890 and opened for business on February 20, 1891. The Bank's first president, W.H. O'Keefe, conceived the idea of establishing a bank with the basic principle of making handling money easier for customers. O'Keefe served as Greene County Bank's president for 15 years, building its first location in Greeneville, Tennessee in 1893.",-,-,-,NYSE,-,519.40万,20.00万,地区性银行/东南部,3.15%,1.51%,-
4749,全球碳排放额度ETN-iPath,GRN,US,-,-,-,-/-,-,-,-,-,NYSE,-,85.82万,15.30万,-,2.55%,-,-
4750,GP Strategies Corp,GPX,US,10.30,-,3.59%,24.11/19.43,-,3.99,-,-,NYSE,-,3.96亿,1672.70万,-,0.07%,88.42%,2.30
4751,GRAMERCY PPTY TR INC,GPT-A.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,8922.00万,-,-,-,-,-
4752,GRAMERCY PPTY TR INC,GPT-A,US,-,-,0.36%,-/-,-,-,-,-,NYSE,-,9394.00万,350.00万,-,0.02%,-,-
4753,Gaming Partners International,GPIC,US,7.26,-,0.87%,-/13.05,"Created from the joining of three leading gaming suppliers, GPI offers a full-service, turn-key approach to providing high-quality, hand-crafted gaming furniture and equipment for casinos worldwide.  Featuring popular brands such as Paulson®, B&G® and Bud Jones®, GPI gaming products range from casino currency with proprietary design and security features, to innovative new ideas in gaming table manufacture, to products developed specifically for the cost-conscious casino.",0.74,-,-,NASDAQ,-,8071.31万,792.90万,玩具及游戏,-,13.83%,1.40
4754,GP INVESTMENTS ACQUISITION CO,GPIAW,US,-,-,10.25%,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4755,GP INVESTMENTS ACQUISITION UNIT 1 COM & 1/2 WT EXP,GPIAU,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,1.74亿,1725.00万,-,-,-,-
4756,GP INVESTMENTS ACQUISITION CO,GPIA,US,0.88,-,0.10%,-/-,-,0.11,-,-,NASDAQ,-,2.16亿,2156.30万,-,0.11%,-,11.41
4757,GEORGIA PWR CO,GPE-A,US,-,-,0.86%,-/0.21,-,-,-,-,NYSE,-,5040.00万,180.00万,-,0.50%,0.05%,-
4758,Global Partner Acquisition Corp. Warrants,GPACW,US,-,-,49.95%,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4759,Global Partner Acquisition Corp. Units,GPACU,US,1.00,-,-,-/-,-,-,-,-,NASDAQ,-,1.58亿,1552.50万,-,-,-,10.18
4760,Global Partner Acquisition Corp.,GPAC,US,1.00,-,-,-/-,-,0.61,-,-,NASDAQ,-,1.93亿,1940.60万,-,0.03%,-,9.93
4761,NASDAQ Test Symbol,GOZST,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4762,Gladstone Commercial Corporation - 7.75% Series A Cumulative Redeemable Preferred Stock,GOODP,US,9.38,-,-,-/-,-,-,-,-,NASDAQ,-,2586.50万,100.00万,-,-,-,2.76
4763,Gladstone Commercial Corporation - 7.50% Series B Cumulative Redeemable Preferred Stock,GOODO,US,9.38,-,-,-/-,-,-,-,-,NASDAQ,-,3223.71万,126.40万,-,0.04%,-,2.72
4764,GLADSTONE COMMERCI PFD SER D,GOODM,US,9.38,-,0.63%,-/-,-,-,-,-,NASDAQ,-,7468.69万,291.70万,-,0.10%,-,2.75
4765,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,GOF,US,-,-,0.71%,-/14.03,-,-,-,-,NYSE,-,4.12亿,1960.70万,-,0.26%,11.00%,-
4766,Genworth Financial,GNW,US,25.67,http://www.genworth.com,2.18%,-/-,    加拿大简沃瑟金融公司于2003年在特拉华州成立，是一家领先的金融服务公司，致力于向超过25个国家、15万人以上的客户提供保险、理财、投资和金融解决方案。它在美国特拉华州注册成立于2003年，并准备其其首次公开募股，于2004年5月28日完成募股。加拿大简沃瑟金融公司致力于帮助满足客户的生活，养老，购房和财富管理的需求。该公司的产品能在突发事件到来保护人们，帮助解决未参保和中间市场服务欠缺的需要保护的人的问题。这些产品和服务包括公司在美国地区的寿险产品，以及保健协调和健康服务。 ,1.91,-,-,NYSE,-,18.31亿,4.99亿,-,0.24%,80.64%,0.14
4767,真科生物技术,GNVC,US,0.26,-,1.59%,-/-,"GenVec, Inc. is a biopharmaceutical company using superior, proprietary technology to create differentiated vaccines and therapeutics that are developed and commercialized through collaborations. GenVec is working with leading companies and organizations such as Novartis, Merial, and the US Government to support a portfolio of product programs that address the prevention and treatment of a number of significant human and animal health concerns.",8.04,-,-,NASDAQ,-,1568.81万,227.40万,-,0.07%,30.28%,26.54
4768,Gordmans商店,GMAN,US,-,-,-,-/-,"Gordmans is an off-price department store chain featuring a large selection of the latest brands, fashions and styles at up to 60% off department and specialty store prices every day in a fun, easy-to-shop environment. Our merchandise assortment includes apparel for all ages, accessories, footwear and home décor. The origins of Gordmans date back to 1915, and as of April 30, 2010, we operated 67 stores in 16 primarily Midwestern states situated in a variety of shopping center developments, including regional enclosed shopping malls, lifestyle centers and power centers.",-,-,-,NASDAQ,-,138.00万,1971.50万,服装店,-,74.00%,0.05
4769,Gordmans Stores,GMAD,US,-,-,-,-/-,-,-,-,-,PINK,-,-,-,-,-,-,-
4770,GMAC INC,GMA.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,3369.00万,-,-,-,179.00%,-
4771,GABELLI GLOBL UTIL & INCOME,GLUXV,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,-
4772,Glu移动,GLUU,US,1.59,http://www.glu.com,2.26%,20.24/-, Glu Mobile Inc.开发并发行一系列动作/冒险和休闲游戏,2.93,-,-,NASDAQ,-,3.55亿,1.32亿,多媒体图形软件,2.89%,59.39%,1.69
4773,GABELLI GLOBL UTIL & INCOME,GLU-A,US,-,-,-,-/-,-,-,-,-,AMEX,-,5244.31万,102.60万,-,0.01%,-,-
4774,GLS,GLS,US,-,-,-,-/1.00,-,-,-,-,LON,-,1001.00万,-,-,-,-,-
4775,伙伴全球,GLP,US,12.02,-,1.28%,10.84/-,"Global Partners LP is a leader in the storage, distribution and marketing of gasoline, distillates and residual oil to wholesalers, retailers and commercial customers throughout the Northeast.",3.99,-,-,NYSE,-,6.66亿,3399.60万,基础材料批发商,0.03%,41.85%,1.63
4776,GLOWPOINT INC,GLOW,US,0.09,-,3.34%,-/-,-,5.45,-,-,AMEX,-,1063.17万,3653.50万,-,0.01%,43.00%,3.12
4777,GASLOG PARTNERS LP PRF PERP UNIT FIXED FLT,GLOP-A,US,-,-,0.32%,-/-,-,-,-,-,NYSE,-,1.26亿,500.00万,-,0.87%,-,-
4778,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares,GLOG-A,US,-,-,0.46%,-/-,-,-,-,-,NYSE,-,1.20亿,460.00万,-,0.05%,-,-
4779,GLG.UN,GLG.UN,US,-,-,-,-/-,-,-,-,-,NYSE,-,2.35亿,-,-,-,-,-
4780,GLG+,GLG+,US,-,-,-,-/-,-,-,-,-,PINK,-,-,3266.00万,-,-,-,-
4781,GLG,GLG,US,-,-,-,-/-,-,-,-,-,NYSE,-,1756.00万,-,资产管理,-,-,-
4782,Global X Gold Explorers ETF,GLDX,US,-,-,2.19%,-/-,-,-,-,-,AMEX,-,8019.33万,206.20万,-,0.23%,-,-
4783,格伦伯尼万通金控,GLBZ,US,12.16,-,-,-/28.66,-,0.81,-,-,NASDAQ,-,3278.56万,279.00万,地区性银行/中大西洋,-,17.50%,0.97
4784,CLARK HLDGS INC,GLA,US,-5.56,-,0.85%,-/-,-,5.30,-,-,NYSE,-,2340.84万,499.10万,-,0.02%,71.15%,-0.84
4785,G & K SVCS INC,GK,US,20.54,-,-,22.01/34.21,-,4.40,-,-,NASDAQ,-,19.22亿,1971.00万,-,-,97.87%,4.75
4786,"Synthetic Fixed-Income Securities, Inc. Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed",GJT,US,-,-,-,-/-,-,-,-,-,NYSE,-,2758.00万,140.00万,-,-,-,-
4787,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",GJS,US,-,-,-,-/-,-,-,-,-,NYSE,-,2567.52万,131.60万,-,-,-,-
4788,"Synthetic Fixed-Income Securities, Inc. STRATS Trust for Procter&Gamble Securities, Series 2006-1",GJR,US,-,-,-,-/-,-,-,-,-,NYSE,-,2772.00万,132.00万,-,-,-,-
4789,"Synthetic Fixed-Income Securities, Inc. Synthetic Fixed-Income Securities, Inc. on behalf of STRATS ", Trust for Dominion Reso,US,-,-,-,-/-,-,-,-,-,SM,-,831.84万,38.10万,-,-,-,-
4790,"Synthetic Fixed-Income Securities, Inc. Synthetic Fixed-Income Securities, Inc. on behalf of STRATS", Trust for Wal-Mart Store,US,-,-,-,-/-,-,-,-,-,SM,-,1235.39万,55.90万,-,-,-,-
4791,GMAC INC,GJM.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,4.53亿,-,-,-,-,-
4792,Synthetic Fixed-Income Securities Inc 6.375% , Cl A-1,US,-,-,-,-/-,-,-,-,-,STRATS,-,1250.00万,125.00万,-,-,-,-
4793,GJD,GJD,US,-,-,-,-/-,-,-,-,-,NYSE,-,3639.00万,-,-,-,-,-
4794,Global Echo ETF-AdvisorShares,GIVE,US,-,-,-,-/-,-,-,-,-,NYSE,-,483.23万,7.50万,-,-,-,-
4795,千兆微波,GIGA,US,-0.08,http://www.gigatronics.com,8.33%,-/-,千兆微波公司包括Giga-tronics部门和全资子公司Microsource公司的运作。Giga-tronics部门设计、制造并经营广泛的测试和测量设备，这些设备用于开发、测试和维护无线通信产品和系统、飞行导航设备、电子防御系统和自动测试系统。这些产品主要用于商业通信、雷达以及电子战装备的设计、生产、维修和维护。 ,3.39,-,-,NASDAQ,-,802.18万,955.00万,-,0.53%,8.58%,-10.48
4796,GIGOPTIX INC,GIG,US,1.64,-,-,39.00/76.75,-,0.32,-,-,AMEX,-,2.08亿,6764.20万,-,-,31.00%,1.87
4797,PRUDENTIAL GLB SHT DUR HG YL,GHY,US,-,-,0.93%,-/-,-,-,-,-,NYSE,-,6.16亿,4092.40万,-,0.23%,-,-
4798,Exchange Traded Concepts Trust,GHS,US,-,-,0.67%,-/-,-,-,-,-,NYSE,-,445.80万,15.00万,-,0.77%,-,-
4799,GRAHAM CORP,GHM,US,11.40,-,2.63%,17.24/18.84,-,2.36,-,-,NYSE,-,2.13亿,964.70万,-,0.12%,75.22%,1.94
4800,Exchange Traded Concepts Trust,GHE,US,-,-,-,-/-,-,-,-,-,NYSE,-,149.25万,5.00万,-,-,-,-
4801,Graham Holdings Co,GHC,US,-,-,0.56%,-/22.27,-,-,-,-,NYSE,-,27.67亿,462.70万,-,0.23%,68.56%,-
4802,The Gabelli Global Small and Mid Cap Value Trust,GGZ-A,US,-,-,-,-/-,-,-,-,-,NYSE,-,3042.00万,120.00万,-,0.57%,-,-
4803,Gabelli Global Small and Mid Cap Value Trust,GGZ,US,-,-,0.68%,-/-,-,-,-,-,NYSE,-,9199.26万,778.90万,-,0.18%,-,-
4804,GABELLI MULTIMEDIA TR INC,GGT-B,US,-,-,0.04%,-/-,-,-,-,-,NYSE,-,2098.16万,79.10万,-,0.15%,-,-
4805,GENERAL GROWTH PPTYS INC NEW,GGP.WI,US,-,-,-,-/-,-,-,-,-,OTCMKT,-,-,-,-,-,-,-
4806,德国主权债-ProShares,GGOV,US,-,-,-,-/-,-,-,-,-,NYSE,-,370.50万,10.00万,-,-,-,-
4807,The Gabelli Go Anywhere Trust,GGO-A,US,-,-,-,-/-,-,-,-,-,AMEX,-,8822.00万,200.00万,-,-,-,-
4808,The Gabelli Go Anywhere Trust,GGO,US,-,-,-,-/-,-,-,-,-,AMEX,-,2689.09万,161.00万,-,-,-,-
4809,GGN-A.CL,GGN-A.CL,US,-,-,-,-/-,-,-,-,-,AMEX,-,-,-,-,-,-,-
4810,GUGGENHEIM CR ALLOCATION FD,GGM,US,-,-,1.12%,-/-,-,-,-,-,NYSE,-,1.58亿,683.80万,-,0.42%,-,-
4811,GUGGENHEIM ENHANCED EQUITY S,GGE,US,-,-,-,-/2.89,-,-,-,-,NYSE,-,8669.57万,499.40万,-,-,9.11%,0.99
4812,加利西亚金融,GGAL,US,10.11,-,1.42%,5.91/21.10,-,4.92,-,-,NASDAQ,-,43.00亿,1.02亿,外国货币中心银行,0.03%,7.54%,4.17
4813,AAG HLDG INC,GFZ.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,7500.00万,-,-,-,-,-
4814,AAG HLDG INC,GFW.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,1.00亿,-,-,-,-,-
4815,GFSI,GFSI,US,-,-,-,-/1.00,-,-,-,-,PINK,-,1.00,-,-,-,-,-
4816,GENERAL FIN CORP DEL,GFNSL,US,3.58,-,0.37%,-/-,-,-,-,-,NASDAQ,-,6499.08万,252.00万,-,0.17%,-,7.08
4817,GFNCW,GFNCW,US,-,-,-,-/1.00,-,-,-,-,PINK,-,1.00,-,-,-,-,-
4818,GENERAL FIN CORP DEL,GFNCP,US,3.62,-,3.40%,-/-,-,-,-,-,NASDAQ,-,3246.25万,35.00万,-,0.55%,1472.00%,26.49
4819,-,GFIS,US,-,-,-,-/-,-,-,-,-,NYSE,-,-,-,-,-,-,-
4820,格里丰,GFF,US,9.16,-,1.81%,19.54/31.64,"Griffon Corporation is a diversified management and holding company that conducts business through wholly-owned subsidiaries. Griffon oversees the operations of its subsidiaries, allocates resources among them and manages their capital structures. Griffon provides direction and assistance to its subsidiaries in connection with acquisition and growth opportunities as well as in connection with divestitures. Griffon also seeks out, evaluates and, when appropriate, will acquire additional businesses that offer potentially attractive returns on capital to further diversify itself.",12.33,-,-,NYSE,-,10.47亿,4728.50万,通用建筑材料,0.17%,72.97%,2.42
4821,Market Vectors Global Alt Energy ETF,GEX,US,-,-,0.29%,-/-,-,-,-,-,NYSE,-,7482.40万,128.30万,-,0.21%,-,-
4822,Gartman欧元黄金ETF-AdvisorShares ,GEUR,US,-,-,0.50%,-/-,-,-,-,-,NYSE,-,1553.50万,135.00万,-,0.13%,-,-
4823,GETI,GETI,US,-,-,-,-/1.00,-,-,-,-,PINK,-,1.00,-,-,-,-,-
4824,GUESS,GES,US,11.53,-,2.37%,17.34/37.52,"诞生于1981年的GUESS是美国知名服装品牌，是全球最受欢迎，最具影响力的品牌之一,它以恒久不变的时尚为理念。以舒适、自然、和粗犷感的美国西部风情为格调。GUESS产品有服饰、包包、太阳镜还有GUESS表。",8.52,-,-,NYSE,-,8.38亿,8276.20万,服装店,2.13%,71.07%,0.88
4825,GENERAL ELEC CAP CORP,GER.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,5.00亿,-,-,-,-,-
4826,GUGGENHEIM EQ WEIGHT ENHANC,GEQ,US,-,-,-,-/-,-,-,-,-,NYSE,-,1.48亿,877.40万,-,-,-,-
4827,GENERAL ELEC CAP CORP,GEP.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,1.52亿,-,-,-,-,-
4828,GLOBUS MED INC,GEMD,US,-,-,-,-/-,-,-,-,-,NYSE,-,-,-,-,-,-,-
4829,GENERAL ELEC CAP CORP,GEK,US,-,-,0.54%,-/-,-,-,-,-,NYSE,-,7.64亿,3015.70万,-,0.07%,-,-
4830,GENERAL ELEC CAP CORP,GEJ.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,10.10亿,-,-,-,-,-
4831,GENERAL ELEC CAP CORP,GEH,US,-,-,0.59%,-/-,-,-,-,-,NYSE,-,5.56亿,2200.00万,-,0.22%,-,-
4832,GENERAL ELEC CAP CORP,GEG.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,6.07亿,-,-,-,-,-
4833,Greif Inc CL 'B',GEF.B,US,19.97,-,3.73%,-/27.59,-,4.10,-,-,NYSE,-,14.09亿,2201.00万,-,0.05%,4.46%,3.16
4834,GENERAL ELEC CAP CORP,GED.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,7.57亿,-,-,-,-,-
4835,"Great Elm Capital Group, Inc. NEW Common Stock",GECX,US,-,-,-,-/-,-,-,-,-,NASDAQ,-,-,2161.00万,-,-,-,-
4836,Great Elm Capital Corp. Common Stock,GECC,US,-,-,0.29%,-/-,-,-,-,-,NASDAQ,-,1.21亿,1164.10万,-,0.07%,-,0.80
4837,GENERAL ELEC CAP CORP,GEB,US,-,-,0.32%,-/-,-,-,-,-,NYSE,-,8.34亿,3300.00万,-,0.11%,-,-
4838,GENERAL ELEC CAP CORP,GEA.CL,US,-,-,-,-/-,-,-,-,-,NYSE,-,9970.00万,-,-,-,-,-
4839,Principal Active Global Dividend Income ETF,GDVD,US,-,-,-,-/-,-,-,-,-,AMEX,-,-,-,-,-,-,-
4840,GABELLI DIV & INC PFD SER G USD25,GDV-G,US,-,-,0.64%,-/-,-,-,-,-,NYSE,-,1.01亿,400.00万,-,0.04%,-,-
4841,Gabelli Dividend & Income Trust,GDV,US,-,-,1.12%,-/39.07,"The Gabelli Dividend & Income Trust, or the Fund, is a non-diversified, closed-end management investment company.
Under normal market conditions, the Fund invests at least 80% of its assets in dividend paying or other income producing securities.",-,-,-,NYSE,-,17.71亿,8243.20万,封闭式基金/债务,0.21%,17.25%,0.96
4842,Goodrich Petroleum Corporation,GDPP,US,-,-,-,-/-,-,-,-,-,AMEX,-,-,-,-,-,-,-
4843,古德里奇,GDP,US,6.15,-,4.71%,12.49/-,古德里奇Goodrich Petroleum Corporation(GDP)是一家石油勘探和开采公司；主要在德克萨斯州东部、北路易斯安那州从是天然气和石油开发；以及在南德克萨斯州开发页岩气。,8.21,-,-,AMEX,-,1.08亿,910.90万,独立油气企业,0.75%,64.20%,1.93
4844,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,GDO,US,-,-,0.79%,-/-,-,-,-,-,NYSE,-,2.66亿,1494.10万,-,0.20%,49.00%,-
4845,GDL FUND,GDL-B,US,-,-,-,-/-,-,-,-,-,NYSE,-,1.33亿,262.40万,-,-,-,-
4846,ProShares Ultra Junior Miners,GDJJ,US,-,-,7.76%,-/-,-,-,-,-,NYSE,-,794.33万,15.00万,-,2.65%,-,-
4847,环球数码,GDCT,US,-,-,-,-/-,环球数码（GDC Tech）总部位于香港，是数字影院、媒体传送和展示市场的应用方案供应商，已在全球范围内成功交付和安装了数字影院服务器、投影系统和 3D 系统。 GDC Tech 是当今亚洲第一大的数字影院服务器供应商，也是全球范围内第二大影院服务器提供商，其通过位于美国、墨西哥、西班牙、香港、日本、新加坡、中国和印度 的分公司为客户提供服务。GDC Tech 是凯雷集团投资组合中的的公司之一；华谊兄弟也持有其9%股份。1ADS=15普通股,-,-,-,NASDAQ,-,-,-,中国媒体,-,-,-
4848,GABELLI CONV & INCOME SECS F,GCV-B,US,-,-,-,-/-,-,-,-,-,NYSE,-,2557.74万,96.60万,-,-,-,-
4849,GCT Semiconductor,GCTS,US,-,-,-,-/-,"GCT Semiconductor位于加州圣何塞，主要为第四代移动设备生产4G芯片。

GCT Semiconductor将于2月27日当周在纳斯达克上市，本次IPO发行750万股普普通股，发行价格为7美元~9美元，募集资金6000万美元。以发行价区间的中间价格计算，该公司市值为3.24亿美元。美银美林为唯一的承销商。",-,-,-,NASDAQ,-,-,-,-,-,-,-
