,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
1982,三维通信,002115,SZ,2.22,-,3.43亿,3.45%,157.30/130.31,"    公司前身为浙江三维通信有限公司,成立于1993年5月13日,根据浙江省计划经济委员会(浙计经企[1993]427号)<关于建立浙江三维通信有限公司的批复>,由浙江省经济技术发展公司、邮电部杭州通信设备厂华通分厂及自然人李越伦共同出资设立的有限责任公司。
    2004年3月18日,有限公司依法整体变更为浙江三维通信股份有限公司。
    2008年6月,公司中文名称由""浙江三维通信股份有限公司""变更为""三维通信股份有限公司""。",SZ,43.42亿,4.70,5.11,4.16亿,通信
1983,天马股份,002122,SZ,3.79,-,10.92亿,1.94%,-/-,"    公司系经浙江省人民政府企业上市工作领导小组浙上市[2002]73号文批准,由天马控股集团有限公司和沈高伟、马伟良、沈有高、吴惠仙、马全法、陈建冬、罗观华、施议场等8位自然人发起设立。
    现有注册资本136,000,000.00元,股份总数136,000,000.00股(每股面值1元),其中:有限售条件的流通A股102,000,000.00股,无限售条件的流通A股34,000,000.00股。公司股票已于2007年3月28日在深圳证券交易所挂牌交易。
    2012年12月14日,公司证券全称由""浙江天马轴承股份有限公司""变更为""天马轴承集团股份有限公司"";英文名称由""ZHEJIANG TIANMA BEARING COMPANY LTD.""变更为""TIANMA BEARING GROUP CO.,LTD.""。",SZ,122.36亿,2.72,6.07,11.88亿,机械设备
1984,露天煤业,002128,SZ,6.31,-,15.88亿,1.11%,17.85/11.50,"    内蒙古霍林河露天煤业股份有限公司是经内蒙古自治区人民政府内政股批字[2001]60号文批准,由内蒙古霍林河煤业集团有限责任公司、中国信达资产管理公司、吉林省纽森特实业有限公司、大庆霍利物资经贸有限公司、沈阳铁路局经济发展总公司、沈阳东电茂霖燃料有限公司、太原重型机械集团有限公司、湘潭电机集团有限公司、中煤工程设计咨询集团沈阳设计院、中国矿业大学、辽宁工程技术大学等11家发起人采取发起设立方式设立的股份有限公司。本公司于2001年12月18日由内蒙古自治区工商行政管理局颁发了注册号为1500001000281的企业法人营业执照。",SZ,147.09亿,1.43,2.71,16.34亿,-
1985,中环股份,002129,SZ,4.03,-,26.44亿,3.11%,54.40/54.23,"    天津中环半导体股份有限公司(以下简称""公司"")原为国营企业,名称为天津市中环半导体公司,天津市电子仪表工业总公司于1999年12月14日批准将天津市中环半导体公司改组为国有独资公司,名称为天津市中环半导体有限公司(以下简称""有限公司"")并于同年12月17日取得了企业法人营业执照。
    经天津市人民政府于2004年7月8日以津股批[2004]6号<关于同意天津市中环半导体有限公司整体变更为天津中环半导体股份有限公司的批复>批准,有限公司整体变更为天津中环半导体股份有限公司。公司已于2004年7月16日取得了天津市工商行政管理局换发的注册号为1200001190025的企业法人营业执照。",SZ,218.68亿,2.05,4.38,26.44亿,电子
1986,利欧股份,002131,SZ,4.69,-,8.75亿,3.53%,34.52/33.57,"    浙江利欧股份有限公司前身为台州利欧电气有限公司,系由自然人王相荣、张灵正和王壮利共同出资组建,于2001年5月21日在温岭市工商行政管理局登记注册。2004年7月5日,台州利欧电气有限公司更名为浙江利欧电气有限公司。2005年2月1日,公司在浙江省工商行政管理局完成股份公司登记注册手续,浙江利欧电气有限公司整体变更设立股份公司,即浙江利欧股份有限公司。2007年4月27日,浙江利欧股份有限公司股票在深圳证券交易所上市。自2013年4月2日起,公司名称由""浙江利欧股份有限公司""变更为""利欧集团股份有限公司"",英文名称由""Zhejiang Leo Co.,Ltd.""变更为""Leo Group Co.,Ltd.""。",SZ,197.14亿,2.62,2.43,16.07亿,-
1987,*ST普林,002134,SZ,1.70,-,2.46亿,3.49%,-/-,"    天津普林电路股份有限公司经中华人民共和国商务部商资批(2005)2487号<商务部关于同意天津普林电路有限公司变更为外商投资股份有限公司的批复>,由天津普林电路有限公司整体变更设立的股份有限公司。
    本公司于2005年12月8日在天津市工商行政管理局注册登记并领取法人营业执照。",SZ,38.80亿,9.26,10.69,2.46亿,-
1988,贤丰控股,002141,SZ,1.15,-,6.37亿,10.35%,961.89/723.10,"    本公司是经原国家外经贸部""外经贸资二函[2002]823号""文批准,由蓉胜电工整体变更设立的外商投资股份有限公司。2002年10月10日,本公司在广东省工商行政管理局登记注册,领取了企股粤总字第003298号<企业法人营业执照>,经营范围为生产和销售自产的各种漆包线、电工电器产品、附件、技术咨询,设立时注册资本为人民币4,200.00万元。
    2017年1月17日,公司名称由“广东蓉胜超微线材股份有限公司”变更为“贤丰控股股份有限公司”;英文名称由“Guangdong Ronsen Super Micro-Wire Co.,Ltd.”变更为“Infund Holding Co.,ltd.”。",SZ,81.13亿,6.22,8.54,11.35亿,电子
1989,印纪传媒,002143,SZ,2.15,-,2.25亿,-,37.73/37.04,"    公司是经过四川省人民政府""川府函[2003]183号文""的批复由金翔宇、高达明、邓江、陈林、唐桂英5名自然人发起设立的股份有限公司。公司于2003年8月22日成立,注册资本6,900万元,经四川省工商行政管理局注册登记,注册号为5100001816209。
    2015年1月,公司名称由“四川高金食品股份有限公司”变更为“印纪娱乐传媒股份有限公司”,英文名称由“Sichuan Gaojin Food Co.,Ltd.”变更为“DMG Entertainment And Media Co.,ltd.”。",SZ,275.76亿,11.61,11.67,11.06亿,-
1990,悦心健康,002162,SZ,0.98,-,8.15亿,3.48%,330.82/261.10,"    本公司是经原对外贸易经济合作部外经贸资二函[2001]1221号文<关于同意上海斯米克建筑陶瓷有限公司转制为外商投资股份有限公司的批复>批准,由上海斯米克建筑陶瓷有限公司以截至2001年4月30日经审计的账面净资产按1:1的比例折股整体变更设立的外商投资股份有限公司。
    2012年6月5日,公司已完成工商登记,公司名称由""上海斯米克建筑陶瓷股份有限公司""变更为""上海斯米克控股股份有限公司"",英文名称由“Shanghai CIMIC tile.,LTD.”变更为“Shanghai CIMIC holdings CO.,LTD.”。
    2015年10月16日,公司名称由“上海斯米克控股股份有限公司”变更为“上海悦心健康集团股份有限公司”,英文名称由“Shanghai Cimic Holdings Co.,ltd.”变更为“Shanghai Everjoy Health Group CO.,LTD.”。
    2017年3月,英文名称由“Shanghai Everjoy Health Group Co.,Ltd.”更名为“Everjoy Health Group Co.,Ltd.”。",SZ,56.33亿,6.75,7.66,8.52亿,建筑材料
1991,深圳惠程,002168,SZ,1.70,-,7.66亿,3.47%,183.66/159.49,"    公司前身深圳市惠程电气有限责任公司成立于1999年7月2日,注册资本为50万元,其中:吕晓义出资人民币30万元,邓树坚出资人民币20万元,公司股东出资已经深圳敬业会计师事务所以敬会验字[1999]第071号<验资报告>验证确认,公司企业法人营业执照号为深司字S52826。本公司是经深圳市人民政府深府股[2002]44号文件批准,由深圳市惠程电气有限责任公司依法整体变更设立的股份有限公司。本公司于2003年1月6日在深圳市工商行政管理局注册成立。",SZ,139.42亿,9.99,54.86,8.21亿,-
1992,东方网络,002175,SZ,1.98,-,5.18亿,2.50%,201.84/137.60,"    本公司是经广西区人民政府<关于同意桂林广陆数字测控技术有限公司整体变更为桂林广陆数字测控股份有限公司的批复>(桂政函[2001]454号)文件批准,以桂林广陆数字测控技术有限公司截至2001年8月31日经审计的净资产值为基础,依法整体变更设立的股份有限公司。
    2015年7月13日,公司名称由“桂林广陆数字测控股份有限公司”变更为“东方时代网络传媒股份有限公司”;英文名称由“Guilin Guanglu Measuring Instrument Co.,Ltd”变更为“Oriental Times Media Corporation”。",SZ,123.47亿,8.27,22.41,7.54亿,传媒
1993,大连重工,002204,SZ,3.41,-,19.31亿,2.55%,283.16/322.18,"    本公司系于2007年3月12日经大连市国资委大国资产权[2007]58号<关于同意大连重工铸钢有限公司整体变更为股份有限公司的批复>批准,由大重铸钢整体变更设立的股份有限公司。根据天健华证中洲(北京)会计师事务所有限公司出具的天健华证中洲审(2007)NZ字第050002号审计报告,大重铸钢以2007年2月28日经审计的账面净资产21,474.37万元为基础,按照1:0.74507的比例折为公司股份16,000万股。公司于2007年3月19日在大连市工商行政管理局注册登记并领取法人营业执照,注册号为21020011039966-3383。
    公司名称由""大连华锐重工铸钢股份有限公司""变更为""大连华锐重工集团股份有限公司""。
    英文名称由""Dalian Huarui Heavy Industry Steel Casting Co.,LTD.""变更为""Dalian Huarui Heavy Industry Group Co.,Ltd.""。自2011年11月25日起变更。",SZ,77.25亿,1.17,1.21,19.31亿,机械设备
1994,诺普信,002215,SZ,1.90,-,6.61亿,4.38%,-/-,"    诺普信有限于1999年9月18日由深圳市瑞德丰农药有限公司(现已注销)和卢叙安先生共同出资设立,本公司由诺普信有限整体变更设立。根据深圳大华天诚深华(2005)审字490号审计报告,诺普信有限截至2005年8月31日经审计的净资产为72,653,578.35元。经诺普信有限股东会决议,诺普信有限以截止2005年8月31日经审计净资产扣除利润分配53,578.35元后的净资产余额7,260万元按1:1的比例折成7,260万股股份,各股东以所持诺普信有限股权比例对应的净资产作为出资认购股份,整体变更设立股份有限公司,并于2005年10月22日获深圳市人民政府以深府股[2005]23号文同意。经深圳大华天诚深华(2005)验字076号<验资报告>验证,股份公司设立时注册资本已经缴足。2005年11月22日,公司取得注册号为4403012032450的<企业法人营业执照>。",SZ,69.47亿,4.00,3.18,9.14亿,化工
1995,奥特迅,002227,SZ,3.57,-,2.20亿,4.57%,424.23/354.89,"    公司前身为深圳奥特迅电力设备有限公司,成立于1998年2月20日。经商务部<关于同意深圳奥特迅电力设备有限公司变更为外商投资股份有限公司的批复>(商资批[2006]2426号)及深圳市贸易工业局<关于同意深圳奥特迅电力设备有限公司变更为外商投资股份有限公司的批复>(深贸工资复[2007]0012号)文批准,奥特迅有限整体变更设立为本公司。根据利安达信隆所出具的利安达审字[2006]第A1452-2号审计报告,奥特迅有限以2006年9月30日经审计账面净资产81,076,950.17元为基础,按照1:1的比例折为公司股份81,076,950股,余额0.17元计入资本公积。公司于2007年3月12日在深圳市工商行政管理局登记注册,注册号为企股粤深总字第108153号,2007年8月9日公司注册号变更为440301501118729,注册资本8,107.695万元。",SZ,38.67亿,4.91,11.03,2.21亿,电气设备
1996,奥维通信,002231,SZ,1.87,-,2.89亿,4.80%,492.20/868.47,"    公司前身为沈阳奥维通信技术有限公司,成立于2000年12月21日。2005年9月15日,经辽宁省人民政府辽政[2005]252号文批准,奥维有限整体变更为奥维通信技术股份有限公司,同年9月26日,在沈阳市工商行政管理局办理了变更登记手续,注册资本为6,208.58万元。同年9月29日,奥维通信技术股份有限公司更名为奥维通信股份有限公司。",SZ,35.68亿,5.34,7.14,3.57亿,通信
1997,奥特佳,002239,SZ,4.46,-,6.45亿,2.67%,29.36/29.21,"    公司前身为""南通金飞达服装有限公司"",成立于2002年6月13日。
    2007年1月8日,""南通金飞达服装有限公司""整体变更设立为股份有限公司,名称核准为""江苏金飞达服装股份有限公司""。
    2015年8月5日,公司名称由“江苏金飞达服装股份有限公司”变更为“奥特佳新能源科技股份有限公司”;英文名称由“Jiangsu Kingfield Garments Co.,Ltd.”变更为“Aotecar New Energy Technology Co.,Ltd.”。",SZ,130.96亿,2.63,2.39,11.18亿,汽车
1998,通产丽星,002243,SZ,4.06,-,3.65亿,4.14%,126.80/106.14,"    公司前身深圳丽星丰达塑料有限公司成立于1995年7月14日,是一家中外合资经营企业;2007年2月16日,公司由中外合资企业变更为内资企业;2007年4月29日,经深圳市人民政府国有资产监督管理委员会<关于深圳丽星丰达塑料有限公司改组为股份有限公司及国有股权管理的批复>(深国资委[2007]133号)批准,公司以通产实业、丽源祥、中科宏易作为发起人,整体变更为股份有限公司,同时更名为深圳市通产丽星股份有限公司。",SZ,33.32亿,2.25,3.13,3.65亿,轻工制造
